-nan,-nan,0,0,0,0,0,0,0
-nan,-nan,0,0,0,0,0,0,0
100128.0,-nan,1.566829999999999945,nan,nan,-nan,276.358399000000019896,nan,nan
-nan,-nan,0,0,0,0,0,0,0
nan,0,0,0,0,0,0,0,0
nan,0,0,0,0,0,0,0,0
